date,mode,cluster,endpoint,url,protocol,type,target_msg,threshold,total_samples,available_samples,unavailable_samples,availability_pct,downtime_minutes,min_value,note
2026-04-03,weekly,eu,NXRTK-RTCM31,eu.l1l2.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1404,2,99.858,2.0,140.73,
2026-04-03,weekly,eu,NXRTK-RTCM31,eu.l1l2.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1405,1,99.929,1.0,140.76,
2026-04-03,weekly,eu,NXRTK-RTCM31,eu.l1l5.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1406,0,100.0,0.0,141.76,
2026-04-03,weekly,eu,NXRTK-RTCM31,eu.l1l5.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1406,0,100.0,0.0,141.76,
2026-04-03,weekly,eu,OSR,eu-enterprise.all-freq.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1394,12,99.147,12.0,64.0,
2026-04-03,weekly,eu,OSR,eu-enterprise.l1l2.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1399,7,99.502,7.0,12.0,
2026-04-03,weekly,eu,OSR,eu-enterprise.l1l5.skylark.swiftnav.com:2103,https:,Standard,1006,50,1406,1402,4,99.716,4.0,12.0,
2026-04-03,weekly,eu,OSR,eu.all-freq.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1394,12,99.147,12.0,62.0,
2026-04-03,weekly,eu,OSR,eu.all-freq.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1394,12,99.147,12.0,62.0,
2026-04-03,weekly,eu,OSR,eu.l1l2.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1398,8,99.431,8.0,12.0,
2026-04-03,weekly,eu,OSR,eu.l1l2.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1398,8,99.431,8.0,12.0,
2026-04-03,weekly,eu,OSR,eu.l1l5.skylark.swiftnav.com:2101,http:,Standard,1006,50,1406,1402,4,99.716,4.0,12.0,
2026-04-03,weekly,eu,OSR,eu.l1l5.skylark.swiftnav.com:2102,https:,Standard,1006,50,1406,1402,4,99.716,4.0,12.0,
2026-04-03,weekly,eu,SSR,eu-enterprise.all-freq.skylark.swiftnav.com:2103,https:,SSR,1060,10,1406,1404,2,99.858,2.0,12.0,
2026-04-03,weekly,eu,SSR,eu-enterprise.l1l2.skylark.swiftnav.com:2103,https:,SSR,1060,10,1406,1402,4,99.716,4.0,24.0,
2026-04-03,weekly,eu,SSR,eu-enterprise.l1l5.skylark.swiftnav.com:2103,https:,SSR,1060,10,1406,1405,1,99.929,1.0,24.0,
2026-04-03,weekly,eu,SSR,eu.all-freq.skylark.swiftnav.com:2101,http:,SSR,1060,10,1406,1404,2,99.858,2.0,12.0,
2026-04-03,weekly,eu,SSR,eu.all-freq.skylark.swiftnav.com:2102,https:,SSR,1060,10,1406,1404,2,99.858,2.0,12.0,
2026-04-03,weekly,eu,SSR,eu.l1l2.skylark.swiftnav.com:2101,http:,SSR,1060,10,1406,1401,5,99.644,5.0,24.0,
2026-04-03,weekly,eu,SSR,eu.l1l2.skylark.swiftnav.com:2102,https:,SSR,1060,10,1406,1403,3,99.787,3.0,12.0,
2026-04-03,weekly,eu,SSR,eu.l1l5.skylark.swiftnav.com:2101,http:,SSR,1060,10,1406,1405,1,99.929,1.0,24.0,
2026-04-03,weekly,eu,SSR,eu.l1l5.skylark.swiftnav.com:2102,https:,SSR,1060,10,1406,1405,1,99.929,1.0,24.0,
2026-04-03,weekly,eu,SSR-integrity,eu-enterprise.l1l2.skylark.swiftnav.com:2103,https:,SSR,1060,10,1406,1401,5,99.644,5.0,24.0,
2026-04-03,weekly,eu,SSR-integrity,eu-enterprise.l1l5.skylark.swiftnav.com:2103,https:,SSR,1060,10,1406,1406,0,100.0,0.0,30.55,
2026-04-03,weekly,eu,SSR-integrity,eu.l1l2.skylark.swiftnav.com:2101,http:,SSR,1060,10,1406,1400,6,99.573,6.0,24.0,
2026-04-03,weekly,eu,SSR-integrity,eu.l1l2.skylark.swiftnav.com:2102,https:,SSR,1060,10,1406,1401,5,99.644,5.0,24.0,
2026-04-03,weekly,eu,SSR-integrity,eu.l1l5.skylark.swiftnav.com:2101,http:,SSR,1060,10,1406,1406,0,100.0,0.0,24.0,
2026-04-03,weekly,eu,SSR-integrity,eu.l1l5.skylark.swiftnav.com:2102,https:,SSR,1060,10,1406,1406,0,100.0,0.0,30.55,
2026-04-03,weekly,na,DX-MSM1,na-enterprise.all-freq.skylark.swiftnav.com:2103,https:,Standard,1006,50,1441,1441,0,100.0,0.0,300.0,
2026-04-03,weekly,na,DX-MSM1,na-enterprise.l1l2.skylark.swiftnav.com:2103,https:,Standard,1006,50,1441,1441,0,100.0,0.0,60.0,
2026-04-03,weekly,na,DX-MSM1,na-enterprise.l1l5.skylark.swiftnav.com:2103,https:,Standard,1006,50,1441,1441,0,100.0,0.0,60.0,
2026-04-03,weekly,na,DX-MSM1,na.all-freq.skylark.swiftnav.com:2101,http:,Standard,1006,50,1441,1441,0,100.0,0.0,300.0,
2026-04-03,weekly,na,DX-MSM1,na.all-freq.skylark.swiftnav.com:2102,https:,Standard,1006,50,1441,1441,0,100.0,0.0,300.0,
